source_id,relation,target_id,weight,source,target
N588,associated_with,N1733,1,microcirculation,shock
N588,associated_with,N1920,1,microcirculation,ear
N588,associated_with,N1974,1,microcirculation,acidosis
N588,associated_with,N2165,1,microcirculation,dilatation
N588,associated_with,N2228,1,microcirculation,rest
N588,associated_with,N245,1,microcirculation,norepinephrine
N588,associated_with,N2539,1,microcirculation,plasma
N588,associated_with,N2557,1,microcirculation,ions
N588,associated_with,N280,1,microcirculation,isoproterenol
N588,associated_with,N2887,1,microcirculation,glucocorticoids
N588,associated_with,N3016,2,microcirculation,patients
N588,associated_with,N3677,1,microcirculation,conjunctiva
N588,associated_with,N3793,1,microcirculation,cations
N588,associated_with,N4235,1,microcirculation,disease
N588,associated_with,N47,1,microcirculation,epinephrine
N588,associated_with,N486,1,microcirculation,liver
N588,associated_with,N5110,1,microcirculation,lead
N588,associated_with,N6619,1,microcirculation,meat
N588,associated_with,N855,1,microcirculation,pons
N588,causes,N1370,1,microcirculation,bronchi
N588,causes,N1454,1,microcirculation,laser therapy
N588,causes,N2011,1,microcirculation,air
N588,causes,N42,1,microcirculation,tin
N588,causes,N4235,1,microcirculation,disease
N588,causes,N5110,2,microcirculation,lead
N588,treated_by,N1326,1,microcirculation,mortality
N588,treated_by,N1398,1,microcirculation,arm
N588,treated_by,N14,1,microcirculation,postoperative complications
N588,treated_by,N1536,1,microcirculation,sepsis
N588,treated_by,N1625,1,microcirculation,urea
N588,treated_by,N1733,1,microcirculation,shock
N588,treated_by,N1920,1,microcirculation,ear
N588,treated_by,N1974,1,microcirculation,acidosis
N588,treated_by,N2228,1,microcirculation,rest
N588,treated_by,N2557,1,microcirculation,ions
N588,treated_by,N280,1,microcirculation,isoproterenol
N588,treated_by,N2887,1,microcirculation,glucocorticoids
N588,treated_by,N3016,1,microcirculation,patients
N588,treated_by,N3793,1,microcirculation,cations
N59,associated_with,N108,1,rabbits,cholesterol
N59,associated_with,N131,1,rabbits,adenosine
N59,associated_with,N146,1,rabbits,dogs
N59,associated_with,N1757,1,rabbits,cardiopulmonary bypass
N59,associated_with,N1892,1,rabbits,rna
N59,associated_with,N1920,2,rabbits,ear
N59,associated_with,N1995,1,rabbits,lymph
N59,associated_with,N2111,2,rabbits,cells
N59,associated_with,N2228,1,rabbits,rest
N59,associated_with,N2557,1,rabbits,ions
N59,associated_with,N282,1,rabbits,aspirin
N59,associated_with,N3016,1,rabbits,patients
N59,associated_with,N37,2,rabbits,heart
N59,associated_with,N374,1,rabbits,diet
N59,associated_with,N4194,1,rabbits,adenine
N59,associated_with,N42,1,rabbits,tin
N59,associated_with,N4235,1,rabbits,disease
N59,associated_with,N4375,1,rabbits,l cells
N59,associated_with,N4385,1,rabbits,genes
N59,associated_with,N454,1,rabbits,heparin
N59,associated_with,N465,1,rabbits,heart diseases
N59,associated_with,N5123,1,rabbits,cell wall
N59,associated_with,N5824,1,rabbits,metabolism
N59,associated_with,N639,1,rabbits,neoplasms
N59,associated_with,N981,1,rabbits,sarcolemma
N59,causes,N108,1,rabbits,cholesterol
N59,causes,N146,1,rabbits,dogs
N59,causes,N1757,1,rabbits,cardiopulmonary bypass
N59,causes,N1892,1,rabbits,rna
N59,causes,N1920,1,rabbits,ear
N59,causes,N2111,1,rabbits,cells
N59,causes,N2228,1,rabbits,rest
N59,causes,N2557,1,rabbits,ions
N59,causes,N2869,1,rabbits,femoral vein
N59,causes,N3016,1,rabbits,patients
N59,causes,N32,1,rabbits,adult
N59,causes,N3288,1,rabbits,lip
N59,causes,N3537,1,rabbits,pressure
N59,causes,N37,1,rabbits,heart
N59,causes,N392,1,rabbits,lung
N59,causes,N4235,1,rabbits,disease
N59,causes,N465,1,rabbits,heart diseases
N59,causes,N4948,1,rabbits,ducks
N59,causes,N5057,1,rabbits,diaphragm
N59,causes,N5110,1,rabbits,lead
N59,causes,N5781,1,rabbits,pleura
N59,causes,N639,1,rabbits,neoplasms
N59,causes,N6713,1,rabbits,lung injury
N59,causes,N981,1,rabbits,sarcolemma
N59,treated_by,N108,2,rabbits,cholesterol
N59,treated_by,N1244,1,rabbits,oxygen
N59,treated_by,N146,1,rabbits,dogs
N59,treated_by,N1757,1,rabbits,cardiopulmonary bypass
N59,treated_by,N19,1,rabbits,animals
N59,treated_by,N190,1,rabbits,aorta
N59,treated_by,N1920,1,rabbits,ear
N59,treated_by,N2111,2,rabbits,cells
N59,treated_by,N2135,1,rabbits,plasminogen
N59,treated_by,N2228,2,rabbits,rest
N59,treated_by,N2557,2,rabbits,ions
N59,treated_by,N26,1,rabbits,male
N59,treated_by,N2817,2,rabbits,nifedipine
N59,treated_by,N3016,1,rabbits,patients
N59,treated_by,N3538,1,rabbits,allopurinol
N59,treated_by,N37,1,rabbits,heart
N59,treated_by,N374,2,rabbits,diet
N59,treated_by,N3854,1,rabbits,superoxide dismutase
N59,treated_by,N400,1,rabbits,catalase
N59,treated_by,N42,1,rabbits,tin
N59,treated_by,N4224,1,rabbits,tissue plasminogen activator
N59,treated_by,N4235,1,rabbits,disease
N59,treated_by,N4385,1,rabbits,genes
N59,treated_by,N4503,1,rabbits,ibuprofen
N59,treated_by,N465,1,rabbits,heart diseases
N59,treated_by,N47,1,rabbits,epinephrine
N59,treated_by,N474,1,rabbits,new zealand
N59,treated_by,N610,1,rabbits,vasculitis
N59,treated_by,N6134,1,rabbits,survival
N59,treated_by,N621,1,rabbits,brain
N59,treated_by,N639,1,rabbits,neoplasms
N59,treated_by,N981,1,rabbits,sarcolemma
N590,causes,N2557,1,sural nerve,ions
N590,causes,N3632,1,sural nerve,paris
N590,causes,N4235,1,sural nerve,disease
N590,causes,N5110,1,sural nerve,lead
N590,causes,N881,1,sural nerve,autopsy
N591,associated_with,N2557,1,wallerian degeneration,ions
N5911,associated_with,N108,1,gemfibrozil,cholesterol
N5911,associated_with,N46,1,gemfibrozil,risk
N5911,treated_by,N111,1,gemfibrozil,lipids
N5911,treated_by,N1920,1,gemfibrozil,ear
N5911,treated_by,N2012,1,gemfibrozil,compliance
N5911,treated_by,N3288,1,gemfibrozil,lip
N5911,treated_by,N37,1,gemfibrozil,heart
N5911,treated_by,N4152,1,gemfibrozil,primary prevention
N5911,treated_by,N4235,1,gemfibrozil,disease
N5913,treated_by,N1920,1,capsules,ear
N5913,treated_by,N26,1,capsules,male
N5913,treated_by,N3016,1,capsules,patients
N5913,treated_by,N323,1,capsules,vascular diseases
N5913,treated_by,N374,1,capsules,diet
N5913,treated_by,N4106,1,capsules,gelatin
N5913,treated_by,N42,1,capsules,tin
N5913,treated_by,N4235,1,capsules,disease
N5913,treated_by,N459,1,capsules,cardiovascular diseases
N5915,treated_by,N3016,1,acetylcysteine,patients
N5915,treated_by,N5528,1,acetylcysteine,cysteine
N5915,treated_by,N900,1,acetylcysteine,ether
N5916,treated_by,N1224,1,erythropoietin,dialysis
N5916,treated_by,N3016,2,erythropoietin,patients
N5916,treated_by,N3622,1,erythropoietin,candida
N5916,treated_by,N42,2,erythropoietin,tin
N5920,associated_with,N18,1,cognition,syndrome
N5920,associated_with,N2111,1,cognition,cells
N5920,associated_with,N2539,1,cognition,plasma
N5920,associated_with,N2557,3,cognition,ions
N5920,associated_with,N360,1,cognition,prognosis
N5920,associated_with,N3793,1,cognition,cations
N5920,associated_with,N4385,1,cognition,genes
N5920,associated_with,N5678,1,cognition,affect
N5920,associated_with,N6101,1,cognition,nose
N5920,associated_with,N66,1,cognition,plasma cells
N5920,associated_with,N855,1,cognition,pons
N5920,causes,N1186,1,cognition,infarction
N5920,causes,N3016,1,cognition,patients
N5920,causes,N39,1,cognition,myocardial infarction
N5920,causes,N548,1,cognition,echocardiography
N5921,associated_with,N2447,1,memory,dementia
N5921,associated_with,N2557,1,memory,ions
N5921,associated_with,N3638,1,memory,risk factors
N5921,associated_with,N4235,1,memory,disease
N5921,associated_with,N46,1,memory,risk
N5921,treated_by,N1920,1,memory,ear
N5921,treated_by,N2557,1,memory,ions
N5921,treated_by,N3016,1,memory,patients
N5921,treated_by,N6630,1,memory,learning
N5926,associated_with,N1439,1,erythema induratum,tuberculosis
N5926,associated_with,N1920,1,erythema induratum,ear
N5926,associated_with,N2557,1,erythema induratum,ions
N5926,associated_with,N2957,1,erythema induratum,erythema
N593,associated_with,N1920,1,acromegaly,ear
N593,associated_with,N3641,1,acromegaly,prevalence
N593,associated_with,N37,1,acromegaly,heart
N593,associated_with,N4235,1,acromegaly,disease
N595,associated_with,N1076,1,ataxia,xeroderma pigmentosum
N595,associated_with,N1920,1,ataxia,ear
N595,associated_with,N234,1,ataxia,fibroblasts
N595,associated_with,N2557,1,ataxia,ions
N595,associated_with,N275,1,ataxia,diabetes mellitus
N595,associated_with,N2791,1,ataxia,atrophy
N595,associated_with,N3478,1,ataxia,light
N595,associated_with,N3512,1,ataxia,procollagen
N595,associated_with,N3546,1,ataxia,gait
N595,associated_with,N4055,1,ataxia,asia
N595,associated_with,N4080,1,ataxia,extracellular matrix
N595,associated_with,N4385,1,ataxia,genes
N595,associated_with,N4754,1,ataxia,trifluoperazine
N595,associated_with,N74,1,ataxia,collagen
N595,associated_with,N900,1,ataxia,ether
N595,causes,N2165,1,ataxia,dilatation
N595,causes,N2447,1,ataxia,dementia
N595,causes,N42,1,ataxia,tin
N595,treated_by,N16,1,ataxia,skin
N595,treated_by,N234,1,ataxia,fibroblasts
N595,treated_by,N4055,1,ataxia,asia
N595,treated_by,N684,1,ataxia,anemia
N5957,associated_with,N2209,1,lupus nephritis,nephritis
N5957,associated_with,N292,1,lupus nephritis,thrombosis
N5957,associated_with,N42,1,lupus nephritis,tin
N596,associated_with,N1056,1,insulin,growth
N596,associated_with,N1062,1,insulin,hypertrophy
N596,associated_with,N108,3,insulin,cholesterol
N596,associated_with,N1102,1,insulin,estradiol
N596,associated_with,N1103,1,insulin,testosterone
N596,associated_with,N111,1,insulin,lipids
N596,associated_with,N1186,1,insulin,infarction
N596,associated_with,N1285,5,insulin,blood
N596,associated_with,N1316,9,insulin,glucose
N596,associated_with,N1317,1,insulin,glucose tolerance test
N596,associated_with,N1336,1,insulin,growth hormone
N596,associated_with,N1350,1,insulin,captopril
N596,associated_with,N1398,1,insulin,arm
N596,associated_with,N1431,1,insulin,insulin secretion
N596,associated_with,N145,1,insulin,lipoproteins
N596,associated_with,N149,1,insulin,nad
N596,associated_with,N154,3,insulin,obesity
N596,associated_with,N159,2,insulin,triglycerides
N596,associated_with,N1657,1,insulin,fibrin
N596,associated_with,N1786,1,insulin,amines
N596,associated_with,N1920,3,insulin,ear
N596,associated_with,N1997,1,insulin,proteins
N596,associated_with,N2011,3,insulin,air
N596,associated_with,N215,1,insulin,polyamines
N596,associated_with,N217,4,insulin,blood pressure
N596,associated_with,N247,1,insulin,sodium
N596,associated_with,N2539,4,insulin,plasma
N596,associated_with,N2557,7,insulin,ions
N596,associated_with,N271,1,insulin,potassium
N596,associated_with,N275,5,insulin,diabetes mellitus
N596,associated_with,N3016,2,insulin,patients
N596,associated_with,N304,1,insulin,body weight
N596,associated_with,N3112,1,insulin,albuminuria
N596,associated_with,N3288,7,insulin,lip
N596,associated_with,N352,4,insulin,sclerosis
N596,associated_with,N3537,5,insulin,pressure
N596,associated_with,N37,2,insulin,heart
N596,associated_with,N374,1,insulin,diet
N596,associated_with,N3793,1,insulin,cations
N596,associated_with,N3843,2,insulin,protein c
N596,associated_with,N39,1,insulin,myocardial infarction
N596,associated_with,N3973,2,insulin,lipid a
N596,associated_with,N42,6,insulin,tin
N596,associated_with,N4235,1,insulin,disease
N596,associated_with,N426,1,insulin,glomerular filtration rate
N596,associated_with,N4342,2,insulin,fasting
N596,associated_with,N4521,1,insulin,hip
N596,associated_with,N46,2,insulin,risk
N596,associated_with,N4852,4,insulin,c-peptide
N596,associated_with,N49,7,insulin,hypertension
N596,associated_with,N5242,1,insulin,spermidine
N596,associated_with,N5360,2,insulin,sex
N596,associated_with,N5448,2,insulin,glycerides
N596,associated_with,N55,1,insulin,antibodies
N596,associated_with,N597,8,insulin,insulin resistance
N596,associated_with,N6012,1,insulin,health
N596,associated_with,N621,1,insulin,brain
N596,associated_with,N6227,1,insulin,r factors
N596,associated_with,N6337,1,insulin,radio
N596,associated_with,N696,1,insulin,hyperglycemia
N596,associated_with,N7617,1,insulin,association
N596,associated_with,N855,3,insulin,pons
N596,associated_with,N901,1,insulin,filtration
N596,causes,N125,1,insulin,child
N596,causes,N1285,1,insulin,blood
N596,causes,N1316,1,insulin,glucose
N596,causes,N1461,1,insulin,lipolysis
N596,causes,N154,1,insulin,obesity
N596,causes,N2007,1,insulin,absorption
N596,causes,N2011,1,insulin,air
N596,causes,N247,1,insulin,sodium
N596,causes,N2539,1,insulin,plasma
N596,causes,N2557,1,insulin,ions
N596,causes,N30,1,insulin,rats
N596,causes,N3010,1,insulin,hypoglycemia
N596,causes,N3016,1,insulin,patients
N596,causes,N3288,1,insulin,lip
N596,causes,N4385,1,insulin,genes
N596,causes,N4521,1,insulin,hip
N596,causes,N49,2,insulin,hypertension
N596,causes,N5110,2,insulin,lead
N596,causes,N855,2,insulin,pons
N596,causes,N89,1,insulin,renin
N596,causes,N930,1,insulin,hypotension
N596,increases_risk_of,N1326,1,insulin,mortality
N596,increases_risk_of,N1920,1,insulin,ear
N596,increases_risk_of,N275,1,insulin,diabetes mellitus
N596,increases_risk_of,N2878,1,insulin,proteinuria
N596,increases_risk_of,N3112,1,insulin,albuminuria
N596,increases_risk_of,N46,1,insulin,risk
N596,treated_by,N1316,1,insulin,glucose
N596,treated_by,N1920,1,insulin,ear
N596,treated_by,N229,1,insulin,mice
N596,treated_by,N2620,2,insulin,triiodothyronine
N596,treated_by,N30,2,insulin,rats
N596,treated_by,N3016,1,insulin,patients
N596,treated_by,N3288,1,insulin,lip
N596,treated_by,N33,1,insulin,aged
N596,treated_by,N3933,1,insulin,hypertriglyceridemia
N596,treated_by,N4327,1,insulin,glipizide
N596,treated_by,N597,1,insulin,insulin resistance
N597,associated_with,N1062,1,insulin resistance,hypertrophy
N597,associated_with,N108,1,insulin resistance,cholesterol
N597,associated_with,N111,1,insulin resistance,lipids
N597,associated_with,N1285,1,insulin resistance,blood
N597,associated_with,N1316,3,insulin resistance,glucose
N597,associated_with,N1398,1,insulin resistance,arm
N597,associated_with,N145,1,insulin resistance,lipoproteins
N597,associated_with,N149,1,insulin resistance,nad
N597,associated_with,N154,1,insulin resistance,obesity
N597,associated_with,N159,1,insulin resistance,triglycerides
N597,associated_with,N1997,1,insulin resistance,proteins
N597,associated_with,N2011,1,insulin resistance,air
N597,associated_with,N217,1,insulin resistance,blood pressure
N597,associated_with,N275,1,insulin resistance,diabetes mellitus
N597,associated_with,N3288,4,insulin resistance,lip
N597,associated_with,N352,4,insulin resistance,sclerosis
N597,associated_with,N3537,1,insulin resistance,pressure
N597,associated_with,N3843,2,insulin resistance,protein c
N597,associated_with,N3973,2,insulin resistance,lipid a
N597,associated_with,N42,1,insulin resistance,tin
N597,associated_with,N46,1,insulin resistance,risk
N597,associated_with,N49,3,insulin resistance,hypertension
N597,associated_with,N5448,1,insulin resistance,glycerides
N597,associated_with,N596,8,insulin resistance,insulin
N597,associated_with,N7617,1,insulin resistance,association
N597,treated_by,N1316,1,insulin resistance,glucose
N597,treated_by,N229,1,insulin resistance,mice
N597,treated_by,N3288,1,insulin resistance,lip
N597,treated_by,N4327,1,insulin resistance,glipizide
N597,treated_by,N596,1,insulin resistance,insulin
N5970,treated_by,N3016,1,diosmin,patients
N60,associated_with,N2279,1,bone marrow,bleomycin
N60,associated_with,N2680,1,bone marrow,bone marrow transplantation
N60,associated_with,N3016,2,bone marrow,patients
N60,associated_with,N4235,1,bone marrow,disease
N60,associated_with,N65,1,bone marrow,multiple myeloma
N60,associated_with,N740,1,bone marrow,leukemia
N60,associated_with,N7643,1,bone marrow,transplantation
N60,causes,N2160,1,bone marrow,peroxidases
N60,causes,N6491,1,bone marrow,peroxidase
N60,treated_by,N146,1,bone marrow,dogs
N60,treated_by,N2680,1,bone marrow,bone marrow transplantation
N60,treated_by,N279,1,bone marrow,electrocardiography
N60,treated_by,N5180,1,bone marrow,mucopolysaccharidosis i
N60,treated_by,N548,1,bone marrow,echocardiography
N60,treated_by,N6337,1,bone marrow,radio
N60,treated_by,N71,1,bone marrow,radiography
N60,treated_by,N7643,1,bone marrow,transplantation
N6002,associated_with,N1618,1,ventricular outflow obstruction,mitral valve
N6002,associated_with,N1920,2,ventricular outflow obstruction,ear
N6002,associated_with,N2557,1,ventricular outflow obstruction,ions
N6002,associated_with,N3016,2,ventricular outflow obstruction,patients
N6002,associated_with,N37,2,ventricular outflow obstruction,heart
N6002,associated_with,N42,1,ventricular outflow obstruction,tin
N6002,associated_with,N4235,1,ventricular outflow obstruction,disease
N6002,associated_with,N43,1,ventricular outflow obstruction,coronary artery bypass
N6002,associated_with,N548,1,ventricular outflow obstruction,echocardiography
N6003,associated_with,N1056,1,angiodysplasia,growth
N6003,associated_with,N3328,1,angiodysplasia,extremities
N6003,associated_with,N4055,2,angiodysplasia,asia
N6003,associated_with,N42,1,angiodysplasia,tin
N6003,associated_with,N4213,1,angiodysplasia,electrocoagulation
N6003,associated_with,N508,1,angiodysplasia,hyperplasia
N6012,associated_with,N1056,1,health,growth
N6012,associated_with,N1078,1,health,constriction
N6012,associated_with,N108,1,health,cholesterol
N6012,associated_with,N1162,1,health,iron
N6012,associated_with,N1186,1,health,infarction
N6012,associated_with,N1222,1,health,arterioles
N6012,associated_with,N125,1,health,child
N6012,associated_with,N1326,2,health,mortality
N6012,associated_with,N1335,1,health,gestational age
N6012,associated_with,N1417,1,health,pentoxifylline
N6012,associated_with,N1558,1,health,sleep
N6012,associated_with,N1657,1,health,fibrin
N6012,associated_with,N1698,1,health,altitude
N6012,associated_with,N1786,1,health,amines
N6012,associated_with,N1892,2,health,rna
N6012,associated_with,N1920,7,health,ear
N6012,associated_with,N2011,1,health,air
N6012,associated_with,N208,1,health,angina pectoris
N6012,associated_with,N2111,1,health,cells
N6012,associated_with,N215,1,health,polyamines
N6012,associated_with,N2203,1,health,self-assessment
N6012,associated_with,N2228,1,health,rest
N6012,associated_with,N2441,1,health,movement
N6012,associated_with,N2539,1,health,plasma
N6012,associated_with,N2557,4,health,ions
N6012,associated_with,N26,1,health,male
N6012,associated_with,N275,1,health,diabetes mellitus
N6012,associated_with,N292,1,health,thrombosis
N6012,associated_with,N3016,7,health,patients
N6012,associated_with,N3261,1,health,ribs
N6012,associated_with,N3288,1,health,lip
N6012,associated_with,N33,2,health,aged
N6012,associated_with,N352,2,health,sclerosis
N6012,associated_with,N36,1,health,female
N6012,associated_with,N3606,1,health,eating
N6012,associated_with,N3632,1,health,paris
N6012,associated_with,N3638,1,health,risk factors
N6012,associated_with,N37,2,health,heart
N6012,associated_with,N3728,1,health,environment
N6012,associated_with,N3793,1,health,cations
N6012,associated_with,N39,1,health,myocardial infarction
N6012,associated_with,N4024,2,health,health status
N6012,associated_with,N42,1,health,tin
N6012,associated_with,N4229,1,health,eye
N6012,associated_with,N4235,1,health,disease
N6012,associated_with,N4453,1,health,weight gain
N6012,associated_with,N4521,1,health,hip
N6012,associated_with,N46,2,health,risk
N6012,associated_with,N4757,1,health,employment
N6012,associated_with,N4760,1,health,efficiency
N6012,associated_with,N49,2,health,hypertension
N6012,associated_with,N5242,1,health,spermidine
N6012,associated_with,N5344,1,health,death
N6012,associated_with,N5360,1,health,sex
N6012,associated_with,N563,1,health,fibrinogen
N6012,associated_with,N596,1,health,insulin
N6012,associated_with,N6474,1,health,culture
N6012,associated_with,N6521,1,health,pathology
N6012,associated_with,N853,1,health,vasoconstriction
N6012,associated_with,N86,1,health,heart rate
N6012,associated_with,N900,1,health,ether
N6012,causes,N1326,3,health,mortality
N6012,causes,N147,1,health,fluorescence
N6012,causes,N1920,1,health,ear
N6012,causes,N245,1,health,norepinephrine
N6012,causes,N2539,1,health,plasma
N6012,causes,N2557,2,health,ions
N6012,causes,N30,1,health,rats
N6012,causes,N3016,1,health,patients
N6012,causes,N3560,1,health,drug therapy
N6012,causes,N3646,1,health,torsades de pointes
N6012,causes,N37,1,health,heart
N6012,causes,N3793,1,health,cations
N6012,causes,N4235,1,health,disease
N6012,causes,N47,1,health,epinephrine
N6012,causes,N5110,2,health,lead
N6012,causes,N5344,1,health,death
N6012,causes,N5477,1,health,paper
N6012,causes,N554,1,health,erythrocytes
N6012,causes,N5870,1,health,phosphorylation
N6012,causes,N6239,1,health,protein kinase c
N6012,causes,N6771,1,health,awareness
N6012,causes,N886,1,health,morbidity
N6012,causes,N900,2,health,ether
N6012,causes,N950,1,health,dopamine
N6012,increases_risk_of,N323,1,health,vascular diseases
N6012,increases_risk_of,N4235,1,health,disease
N6012,increases_risk_of,N46,1,health,risk
N6012,increases_risk_of,N6367,1,health,oral health
N6012,treated_by,N125,2,health,child
N6012,treated_by,N1285,2,health,blood
N6012,treated_by,N1350,1,health,captopril
N6012,treated_by,N1920,1,health,ear
N6012,treated_by,N217,1,health,blood pressure
N6012,treated_by,N2209,1,health,nephritis
N6012,treated_by,N2228,1,health,rest
N6012,treated_by,N251,1,health,prazosin
N6012,treated_by,N2557,1,health,ions
N6012,treated_by,N2887,1,health,glucocorticoids
N6012,treated_by,N3016,3,health,patients
N6012,treated_by,N3537,1,health,pressure
N6012,treated_by,N359,1,health,exercise test
N6012,treated_by,N3690,1,health,enalapril
N6012,treated_by,N3693,1,health,exercise
N6012,treated_by,N42,3,health,tin
N6012,treated_by,N4235,1,health,disease
N6012,treated_by,N4488,1,health,social security
N6012,treated_by,N49,3,health,hypertension
N6012,treated_by,N615,1,health,creatinine
N6012,treated_by,N629,1,health,glomerulonephritis
N6012,treated_by,N693,1,health,methyldopa
N6012,treated_by,N89,1,health,renin
N6017,associated_with,N2557,1,smoking cessation,ions
N6017,associated_with,N328,1,smoking cessation,smoking
N6017,associated_with,N3793,1,smoking cessation,cations
N6017,associated_with,N4235,1,smoking cessation,disease
N6020,treated_by,N1350,1,milrinone,captopril
N6020,treated_by,N2539,1,milrinone,plasma
N6020,treated_by,N3693,1,milrinone,exercise
N6020,treated_by,N855,1,milrinone,pons
N6023,treated_by,N3016,1,bezafibrate,patients
N6023,treated_by,N3288,1,bezafibrate,lip
N6023,treated_by,N49,1,bezafibrate,hypertension
N6031,associated_with,N1464,1,general surgery,dihydroergotamine
N6031,associated_with,N1920,1,general surgery,ear
N6031,associated_with,N2622,1,general surgery,ergotamine
N6031,associated_with,N42,1,general surgery,tin
N6031,associated_with,N6134,1,general surgery,survival
N6038,associated_with,N106,1,tibial arteries,arteries
N6038,associated_with,N1959,1,tibial arteries,tibia
N6038,causes,N106,1,tibial arteries,arteries
N6038,causes,N1959,1,tibial arteries,tibia
N6038,causes,N2557,1,tibial arteries,ions
N6038,causes,N2621,1,tibial arteries,ankle
N6038,causes,N2802,1,tibial arteries,tea
N6038,causes,N292,1,tibial arteries,thrombosis
N6038,causes,N3109,1,tibial arteries,foot
N6038,causes,N3762,1,tibial arteries,reoperation
N6038,causes,N6048,1,tibial arteries,knee
N6038,causes,N6101,1,tibial arteries,nose
N6046,associated_with,N1285,1,bacteremia,blood
N6046,associated_with,N1523,1,bacteremia,hepatitis
N6046,associated_with,N1527,2,bacteremia,endocarditis
N6046,associated_with,N1686,1,bacteremia,bacteria
N6046,associated_with,N18,1,bacteremia,syndrome
N6046,associated_with,N2228,1,bacteremia,rest
N6046,associated_with,N2557,1,bacteremia,ions
N6046,associated_with,N3016,1,bacteremia,patients
N6046,associated_with,N3288,1,bacteremia,lip
N6046,associated_with,N3641,1,bacteremia,prevalence
N6046,associated_with,N4055,1,bacteremia,asia
N6046,associated_with,N450,1,bacteremia,infections
N6048,associated_with,N1206,1,knee,knee joint
N6048,associated_with,N1920,1,knee,ear
N6048,associated_with,N2326,1,knee,arthritis
N6048,associated_with,N3016,1,knee,patients
N6048,associated_with,N429,1,knee,arteritis
N6048,associated_with,N5580,1,knee,joints
N6048,causes,N106,2,knee,arteries
N6048,causes,N1959,1,knee,tibia
N6048,causes,N2557,2,knee,ions
N6048,causes,N2621,1,knee,ankle
N6048,causes,N2802,1,knee,tea
N6048,causes,N292,1,knee,thrombosis
N6048,causes,N3016,1,knee,patients
N6048,causes,N3109,1,knee,foot
N6048,causes,N3762,1,knee,reoperation
N6048,causes,N4235,1,knee,disease
N6048,causes,N6038,1,knee,tibial arteries
N6048,causes,N6101,1,knee,nose
N6048,treated_by,N1954,1,knee,immobilization
N6048,treated_by,N3016,3,knee,patients
N6048,treated_by,N33,1,knee,aged
N6048,treated_by,N3693,1,knee,exercise
N6048,treated_by,N42,3,knee,tin
N605,associated_with,N1060,1,cytoplasm,myositis
N605,associated_with,N1062,1,cytoplasm,hypertrophy
N605,associated_with,N1095,2,cytoplasm,membranes
N605,associated_with,N1263,1,cytoplasm,myofibrils
N605,associated_with,N1308,1,cytoplasm,autoantibodies
N605,associated_with,N1388,1,cytoplasm,granuloma
N605,associated_with,N18,1,cytoplasm,syndrome
N605,associated_with,N1866,1,cytoplasm,semen
N605,associated_with,N1920,4,cytoplasm,ear
N605,associated_with,N1997,1,cytoplasm,proteins
N605,associated_with,N2111,5,cytoplasm,cells
N605,associated_with,N2522,1,cytoplasm,basement membrane
N605,associated_with,N2539,1,cytoplasm,plasma
N605,associated_with,N2557,4,cytoplasm,ions
N605,associated_with,N2581,1,cytoplasm,neutrophils
N605,associated_with,N4081,1,cytoplasm,monocytes
N605,associated_with,N42,1,cytoplasm,tin
N605,associated_with,N4375,3,cytoplasm,l cells
N605,associated_with,N4429,1,cytoplasm,polyribosomes
N605,associated_with,N4521,1,cytoplasm,hip
N605,associated_with,N4970,1,cytoplasm,ribosomes
N605,associated_with,N55,1,cytoplasm,antibodies
N605,associated_with,N7193,1,cytoplasm,kupffer cells
N605,associated_with,N743,1,cytoplasm,membrane proteins
N605,associated_with,N806,2,cytoplasm,face
N605,associated_with,N981,3,cytoplasm,sarcolemma
N6053,treated_by,N1920,1,radiosurgery,ear
N6053,treated_by,N2557,1,radiosurgery,ions
N6053,treated_by,N3016,3,radiosurgery,patients
N6053,treated_by,N306,1,radiosurgery,arteriovenous malformations
N6053,treated_by,N3747,1,radiosurgery,neurosurgery
N6053,treated_by,N621,2,radiosurgery,brain
N6053,treated_by,N6337,3,radiosurgery,radio
N6073,associated_with,N1062,1,atrial natriuretic factor,hypertrophy
N6073,associated_with,N115,2,atrial natriuretic factor,intracranial pressure
N6073,associated_with,N1316,2,atrial natriuretic factor,glucose
N6073,associated_with,N1553,2,atrial natriuretic factor,cell count
N6073,associated_with,N1554,2,atrial natriuretic factor,cerebrospinal fluid
N6073,associated_with,N1920,1,atrial natriuretic factor,ear
N6073,associated_with,N247,3,atrial natriuretic factor,sodium
N6073,associated_with,N2539,4,atrial natriuretic factor,plasma
N6073,associated_with,N2557,3,atrial natriuretic factor,ions
N6073,associated_with,N2760,1,atrial natriuretic factor,arginine vasopressin
N6073,associated_with,N30,2,atrial natriuretic factor,rats
N6073,associated_with,N330,2,atrial natriuretic factor,hemodynamics
N6073,associated_with,N3537,4,atrial natriuretic factor,pressure
N6073,associated_with,N37,1,atrial natriuretic factor,heart
N6073,associated_with,N3843,2,atrial natriuretic factor,protein c
N6073,associated_with,N42,2,atrial natriuretic factor,tin
N6073,associated_with,N4482,1,atrial natriuretic factor,arginine
N6073,associated_with,N576,1,atrial natriuretic factor,tachycardia
N6073,associated_with,N704,1,atrial natriuretic factor,pulmonary artery
N6073,associated_with,N720,1,atrial natriuretic factor,heart failure
N6073,associated_with,N900,2,atrial natriuretic factor,ether
N6073,associated_with,N930,1,atrial natriuretic factor,hypotension
N6073,causes,N24,1,atrial natriuretic factor,hypoxia
